Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rating
LEGO Marvel's Avengers,WiiU,2016.0,Action,Warner Bros. Interactive Entertainment,0.12,0.1,0.0,0.02,0.24,TT Games,3
PDC World Championship Darts 2008,Wii,2008.0,Sports,Oxygen Interactive,0.02,0.21,0.0,0.01,0.24,Oxygen Interactive,3
X-Men: Destiny,X360,2011.0,Action,Activision,0.18,0.04,0.0,0.02,0.24,Silicon Knights,2
Sesame Street: Elmo's Number Journey,PS,1998.0,Misc,NewKidCo,0.13,0.09,0.0,0.02,0.24,Unknown,0
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,2009.0,Role-Playing,Bethesda Softworks,0.16,0.06,0.0,0.02,0.24,Bethesda Softworks,1
Rampage,2600,1988.0,Action,Activision,0.22,0.01,0.0,0.0,0.24,Unknown,0
Dark Cavern,2600,1981.0,Shooter,Mattel Interactive,0.22,0.01,0.0,0.0,0.24,Unknown,0
Pictionary: Ultimate Edition,X360,2011.0,Misc,THQ,0.16,0.05,0.0,0.02,0.24,Page 44 Studios,0
Pro Evolution Soccer 2014,X360,2013.0,Action,Konami Digital Entertainment,0.07,0.15,0.0,0.02,0.24,Konami,0
The Godfather (US & Others sales),X360,2006.0,Action,Electronic Arts,0.2,0.02,0.0,0.02,0.24,Unknown,0
We Love Golf!,Wii,2007.0,Sports,Capcom,0.19,0.0,0.03,0.02,0.24,Unknown,0
Angry Birds,PC,2011.0,Puzzle,Focus Home Interactive,0.0,0.18,0.0,0.05,0.24,"Rovio Mobile, Rovio Entertainment",0
Pictionary: Ultimate Edition,PS3,2011.0,Misc,THQ,0.15,0.06,0.0,0.03,0.24,Page 44 Studios,0
Pure Futbol,PS3,2010.0,Sports,Ubisoft,0.06,0.13,0.0,0.04,0.24,Ubisoft Vancouver,0
Tiger Woods PGA Tour 10,PSP,2009.0,Sports,Electronic Arts,0.12,0.07,0.0,0.05,0.24,EA Tiburon,0
Imagine: Zookeeper,DS,2009.0,Simulation,Ubisoft,0.15,0.06,0.0,0.02,0.24,Magic Pockets,0
Dood's Big Adventure,Wii,2010.0,Platform,THQ,0.21,0.01,0.0,0.02,0.24,THQ,0
Afro Samurai,X360,2009.0,Action,Atari,0.16,0.05,0.0,0.02,0.24,"Namco Bandai Games America, Namco Bandai Games",1
Ar tonelico Qoga: Knell of Ar Ciel,PS3,2010.0,Role-Playing,Tecmo Koei,0.08,0.01,0.13,0.01,0.24,Gust,1
NASCAR 08,PS2,2007.0,Racing,Electronic Arts,0.12,0.09,0.0,0.03,0.24,EA Tiburon,0
Broken Sword: Shadow of the Templars - The Director's Cut,Wii,2009.0,Adventure,Ubisoft,0.11,0.1,0.0,0.02,0.24,Revolution Software,2
Divinity II: Ego Draconis,X360,2009.0,Role-Playing,DTP Entertainment,0.18,0.04,0.0,0.02,0.24,Larian Studios,1
Birds of Steel,PS3,2012.0,Simulation,Konami Digital Entertainment,0.1,0.08,0.02,0.03,0.23,Gaijin Entertainment,2
DC Universe Online,PC,2011.0,Role-Playing,Sony Online Entertainment,0.16,0.06,0.0,0.02,0.23,WBIE,2
Bakugan: Battle Brawlers,PS3,2009.0,Action,Activision,0.19,0.03,0.0,0.02,0.23,Now Production,0
Naruto: Path of the Ninja 2,DS,2006.0,Role-Playing,Takara Tomy,0.22,0.0,0.0,0.02,0.23,TOSE,3
Karaoke Revolution Volume 2,PS2,2004.0,Misc,Konami Digital Entertainment,0.11,0.09,0.0,0.03,0.23,Harmonix Music Systems,0
Wallace & Gromit in Project Zoo,PS2,2003.0,Platform,BAM! Entertainment,0.11,0.09,0.0,0.03,0.23,Unknown,0
Are You Smarter than a 5th Grader? Game Time,DS,2009.0,Puzzle,THQ,0.22,0.0,0.0,0.02,0.23,THQ,0
Girls Mode 3: Kirakira Code,3DS,2015.0,Action,Nintendo,0.0,0.0,0.23,0.0,0.23,Unknown,0
Love Plus +,DS,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,Unknown,0
Prince of Persia: The Forgotten Sands,Wii,2010.0,Action,Ubisoft,0.1,0.11,0.0,0.02,0.23,Ubisoft Quebec,2
Disney's A Christmas Carol,DS,2009.0,Adventure,Disney Interactive Studios,0.21,0.01,0.0,0.02,0.23,Sumo Digital,0
Mobile Suit Gundam: Climax U.C.,PS2,2006.0,Action,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,Unknown,0
Street Fighter EX2 Plus,PS,1998.0,Fighting,Virgin Interactive,0.13,0.09,0.0,0.02,0.23,Unknown,0
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,PSV,2016.0,Action,Square Enix,0.0,0.0,0.23,0.0,0.23,Unknown,0
Big Family Games,Wii,2009.0,Misc,THQ,0.0,0.22,0.0,0.02,0.23,Unknown,0
Super Robot Taisen D,GBA,2003.0,Strategy,Banpresto,0.0,0.0,0.23,0.01,0.23,Unknown,0
NBA Live 15,PS4,2014.0,Sports,Electronic Arts,0.16,0.04,0.0,0.04,0.23,EA Sports,0
NASCAR Thunder 2004,XB,2003.0,Racing,Electronic Arts,0.18,0.05,0.0,0.01,0.23,EA Games,0
Buffy the Vampire Slayer,XB,2002.0,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,Double Helix Games,2
MX vs. ATV Reflex,PSP,2009.0,Racing,THQ,0.18,0.03,0.0,0.03,0.23,Tantalus Interactive,0
Harry Potter and the Goblet of Fire,XB,2005.0,Action,Electronic Arts,0.18,0.05,0.0,0.01,0.23,Electronic Arts,3
Transformers: War for Cybertron (DS Version),DS,2010.0,Shooter,Activision,0.21,0.01,0.0,0.02,0.23,Unknown,0
Sands of Destruction,DS,2008.0,Role-Playing,Sega,0.09,0.0,0.13,0.01,0.23,"Image Epoch, Imageepoch",2
Harry Potter and the Goblet of Fire,DS,2005.0,Action,Electronic Arts,0.2,0.01,0.0,0.02,0.23,Magic Pockets,0
Viva Pinata: Party Animals,X360,2007.0,Misc,Microsoft Game Studios,0.19,0.02,0.0,0.02,0.23,Krome Studios,0
Pro Yakyuu Team o Tsukurou!,DC,1999.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,Unknown,0
Shrek's Carnival Craze Party Games,DS,2008.0,Misc,Activision,0.22,0.0,0.0,0.02,0.23,Unknown,0
Cabela's Big Game Hunter 2012,PS3,2011.0,Sports,Activision,0.17,0.03,0.0,0.03,0.23,Activision,2
Hotel for Dogs,DS,2008.0,Simulation,505 Games,0.22,0.0,0.0,0.02,0.23,505 Games,0
Scrabble (Others sales),DS,2009.0,Puzzle,Ubisoft,0.0,0.23,0.0,0.0,0.23,Unknown,0
World Series Baseball,XB,2002.0,Sports,Sega,0.17,0.05,0.0,0.01,0.23,Blueshift,0
Test Drive: Eve of Destruction,PS2,2004.0,Racing,Atari,0.11,0.09,0.0,0.03,0.23,Monster Games Inc.,2
Starsky & Hutch,XB,2003.0,Racing,Empire Interactive,0.17,0.05,0.0,0.01,0.23,Unknown,0
Dynasty Warriors: Gundam Reborn,PS3,2013.0,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,Omega Force,2
Hatsune Miku: Project Diva f,PSV,2012.0,Misc,Sega,0.0,0.0,0.23,0.0,0.23,Sega,2
The Legend of Heroes: Trails of Cold Steel,PSV,2013.0,Role-Playing,Nippon Ichi Software,0.05,0.02,0.14,0.02,0.23,Falcom,2
Jeremy McGrath Supercross World,PS2,2001.0,Racing,Acclaim Entertainment,0.11,0.09,0.0,0.03,0.23,Acclaim,2
The Scorpion King: Rise of the Akkadian,PS2,2002.0,Action,Universal Interactive,0.11,0.09,0.0,0.03,0.23,VU Games,2
Rock Band Country Track Pack,X360,2009.0,Misc,MTV Games,0.22,0.0,0.0,0.02,0.23,Harmonix Music Systems,3
Loving Life with Hello Kitty & Friends,DS,2011.0,Misc,Rising Star Games,0.13,0.07,0.0,0.02,0.23,Unknown,0
Let's Make a Soccer Team!,PS2,2006.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,Unknown,0
The Club,PS3,2008.0,Shooter,Sega,0.14,0.07,0.0,0.03,0.23,Bizarre Creations,1
Monster Hunter G,PS2,2005.0,Role-Playing,Capcom,0.0,0.0,0.23,0.0,0.23,Unknown,0
Meteos,DS,2005.0,Puzzle,Nintendo,0.15,0.01,0.06,0.01,0.23,Q Entertainment,0
All-Star Baseball 2001,N64,2000.0,Sports,Acclaim Entertainment,0.22,0.01,0.0,0.0,0.23,Unknown,0
Star Wars Jedi Knight II: Jedi Outcast,GC,2002.0,Shooter,Activision,0.18,0.05,0.0,0.01,0.23,Vicarious Visions,2
Tom Clancy's Splinter Cell,GC,2003.0,Action,Ubisoft,0.18,0.05,0.0,0.01,0.23,Ubisoft Shanghai,2
Virtua Tennis 4,X360,2011.0,Sports,Sega,0.11,0.09,0.01,0.02,0.23,Sega,0
ESPN NHL Hockey,PS2,2003.0,Sports,Sega,0.11,0.09,0.0,0.03,0.23,Kush Games,0
Harvest Moon GB,GB,1997.0,Simulation,Victor Interactive,0.0,0.0,0.23,0.0,0.23,Unknown,0
DiRT Showdown,X360,2012.0,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23,Codemasters,3
The Incredible Hulk: Ultimate Destruction,XB,2005.0,Action,Vivendi Games,0.17,0.05,0.0,0.01,0.23,Radical Entertainment,2
NCAA GameBreaker 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,989 Sports,0
The Amazing Spider-Man 2 (2014),X360,2014.0,Action,Activision,0.1,0.11,0.0,0.02,0.23,Unknown,0
Gundam Battle Assault,PS,1998.0,Fighting,Namco Bandai Games,0.13,0.09,0.0,0.02,0.23,Natsume,2
Virtua Fighter Kids,SAT,1995.0,Fighting,Sega,0.0,0.0,0.23,0.0,0.23,Unknown,0
XCOM 2,PC,2016.0,Strategy,Take-Two Interactive,0.09,0.12,0.0,0.02,0.23,Firaxis Games,2
Lunar: Silver Star Story,SAT,1996.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.23,0.0,0.23,Unknown,0
Rocket Power: Beach Bandits,GC,2002.0,Platform,THQ,0.18,0.05,0.0,0.01,0.23,Evolution Games,0
Shaun White Snowboarding,DS,2008.0,Sports,Ubisoft,0.21,0.0,0.0,0.02,0.23,Ubisoft,0
M&M's Kart Racing,Wii,2007.0,Racing,Zoo Digital Publishing,0.21,0.0,0.0,0.02,0.23,Unknown,0
Cross Edge,PS3,2008.0,Role-Playing,Nippon Ichi Software,0.14,0.02,0.05,0.02,0.23,Compile Heart,2
Tom Clancy's Rainbow Six: Rogue Spear,PS,2001.0,Shooter,Ubisoft,0.13,0.09,0.0,0.02,0.23,Unknown,0
The Lord of the Rings: Aragorn's Quest,Wii,2010.0,Action,Warner Bros. Interactive Entertainment,0.17,0.05,0.0,0.02,0.23,Headstrong Games,2
NHL FaceOff 2001,PS,2000.0,Sports,Sony Computer Entertainment,0.13,0.09,0.0,0.02,0.23,SolWorks,0
Cabela's Outdoor Adventures (2009),PS3,2009.0,Sports,Activision Value,0.21,0.0,0.0,0.02,0.23,FUN Labs,2
Puss in Boots,X360,2011.0,Action,THQ,0.2,0.02,0.0,0.02,0.23,Unknown,0
Yu-Gi-Oh! GX: Duel Academy,GBA,2005.0,Misc,Konami Digital Entertainment,0.17,0.06,0.0,0.0,0.23,Unknown,0
Game & Wario,WiiU,2013.0,Misc,Nintendo,0.05,0.06,0.12,0.01,0.23,Unknown,0
Colony Wars: Vengeance,PS,1998.0,Simulation,Psygnosis,0.13,0.09,0.0,0.02,0.23,Unknown,0
Looney Tunes: Acme Arsenal,Wii,2007.0,Action,Warner Bros. Interactive Entertainment,0.21,0.01,0.0,0.02,0.23,Red Tribe,3
Jewels of the Tropical Lost Island,DS,2010.0,Puzzle,Storm City Games,0.11,0.1,0.0,0.02,0.23,City Interactive,0
Sherlock Holmes and the Mystery of Osborne House,DS,2010.0,Adventure,Focus Home Interactive,0.07,0.14,0.0,0.03,0.23,Frogwares,3
Ashes Cricket 2009,Wii,2009.0,Sports,Codemasters,0.0,0.22,0.0,0.01,0.23,Unknown,0
Madden NFL 06,GBA,2005.0,Sports,Electronic Arts,0.17,0.06,0.0,0.0,0.23,Exient Entertainment,0
Madagascar: Escape 2 Africa,PS3,2008.0,Action,Activision,0.12,0.08,0.0,0.03,0.23,Toys for Bob,3
The King of Fighters '95 (CD),NG,1994.0,Fighting,SNK,0.0,0.0,0.23,0.0,0.23,Unknown,0
Megamind: Mega Team Unite,Wii,2010.0,Adventure,THQ,0.15,0.06,0.0,0.02,0.23,THQ,3
Perfect Weapon,PS,1996.0,Action,American Softworks,0.13,0.09,0.0,0.02,0.23,Unknown,0
NBA 2K6,X360,2005.0,Action,Take-Two Interactive,0.21,0.01,0.0,0.02,0.23,Visual Concepts,0
NASCAR 08,PS3,2007.0,Racing,Electronic Arts,0.15,0.05,0.0,0.03,0.23,EA Tiburon,0
Major League Baseball 2K10,PS2,2010.0,Sports,Take-Two Interactive,0.11,0.09,0.0,0.03,0.23,Visual Concepts,0
Rock Band Track Pack Volume 2,Wii,2008.0,Misc,MTV Games,0.2,0.01,0.0,0.02,0.23,Unknown,0
Wipeout 2,3DS,2011.0,Misc,Activision,0.22,0.0,0.0,0.01,0.23,Endemol,0
Mafia,XB,2004.0,Action,Take-Two Interactive,0.17,0.05,0.0,0.01,0.23,Illusion Softworks,1
Grand Slam Tennis 2,PS3,2012.0,Sports,Electronic Arts,0.09,0.1,0.0,0.04,0.23,EA Sports,0
Dynasty Warriors: Strikeforce,X360,2009.0,Action,Tecmo Koei,0.13,0.06,0.02,0.02,0.23,Omega Force,2
Airblade,PS2,2001.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,Criterion Games,2
Mega Man & Bass,GBA,2002.0,Platform,Capcom,0.16,0.06,0.0,0.0,0.23,Unknown,0
Ratchet & Clank: Full Frontal Assault,PS3,2012.0,Adventure,Sony Computer Entertainment,0.19,0.01,0.0,0.03,0.23,Unknown,0
Epic Mickey 2: The Power of Two,WiiU,2012.0,Action,Disney Interactive Studios,0.13,0.07,0.01,0.02,0.23,Junction Point,0
AKB1/149: Love Election,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,Unknown,0
Tetris 2 (weekly jp sales),GB,1992.0,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,Unknown,0
Pro Yakyuu Team o Tsukurou! 2,PS2,2003.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,Unknown,0
Musou Orochi Z,PS3,2009.0,Action,Tecmo Koei,0.0,0.0,0.23,0.0,0.23,Unknown,0
World Series of Poker 2008: Battle for the Bracelets,PS2,2007.0,Misc,Activision,0.11,0.09,0.0,0.03,0.23,Left Field Productions,2
Carnival Island,PS3,2011.0,Misc,Sony Computer Entertainment,0.13,0.06,0.0,0.04,0.23,Magic Pixel Games,0
Tom Clancy's Rainbow Six: Siege,PC,2015.0,Shooter,Ubisoft,0.13,0.08,0.0,0.02,0.23,Ubisoft Montreal,1
Me & My Katamari,PSP,2005.0,Puzzle,Namco Bandai Games,0.13,0.01,0.08,0.0,0.23,Unknown,0
What's Cooking? Jamie Oliver,DS,2008.0,Simulation,Atari,0.2,0.01,0.0,0.02,0.23,Unknown,0
Genji: Dawn of the Samurai,PS2,2005.0,Action,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,Game Republic,1
The Idolm@ster SP: Wandering Star / Perfect Sun / Missing Moon,PSP,2009.0,Adventure,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,Unknown,0
Critical Depth,PS,1997.0,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23,Unknown,0
Barbie as The Island Princess,GBA,2007.0,Adventure,Activision,0.16,0.06,0.0,0.0,0.23,Unknown,0
Tales of VS.,PSP,2009.0,Fighting,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,Unknown,0
Saka-Tsuku DS: Touch and Direct,DS,2008.0,Sports,Sega,0.0,0.0,0.23,0.0,0.23,Unknown,0
The Italian Job,PS2,2003.0,Racing,Eidos Interactive,0.11,0.09,0.0,0.03,0.23,Climax Group,2
Mega Man Battle Network 5: Team Colonel / Protoman,GBA,2004.0,Role-Playing,Capcom,0.16,0.06,0.0,0.0,0.23,Unknown,0
TrackMania: Build to Race,Wii,2010.0,Racing,Focus Home Interactive,0.09,0.11,0.0,0.02,0.23,Firebrand Games,0
Ultimate Band,Wii,2008.0,Misc,Disney Interactive Studios,0.18,0.03,0.0,0.02,0.23,Disney Interactive Studios,3
Star Ocean,SNES,1996.0,Role-Playing,Enix Corporation,0.0,0.0,0.23,0.0,0.23,Unknown,0
Freedom Fighters,XB,2003.0,Shooter,Electronic Arts,0.17,0.05,0.0,0.01,0.23,Io Interactive,2
Barbie and the Three Musketeers,Wii,2009.0,Adventure,Activision,0.21,0.0,0.0,0.02,0.23,Activision,0
Madden NFL 12,PSP,2011.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,EA Tiburon,0
Soldier of Fortune II: Double Helix,XB,2003.0,Shooter,Activision,0.17,0.05,0.0,0.01,0.23,Gratuitous Games,1
Disney Princess: Enchanted Journey,PS2,2007.0,Adventure,Disney Interactive Studios,0.11,0.09,0.0,0.03,0.23,Papaya Studios,0
Rock Band Track Pack Volume 1,Wii,2008.0,Misc,MTV Games,0.17,0.04,0.0,0.02,0.23,Unknown,0
Lunar Knights,DS,2006.0,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,Kojima Productions,3
Hot Wheels: Beat That!,DS,2007.0,Racing,Activision,0.21,0.0,0.0,0.02,0.23,Human Soft,0
Naruto: Ninja Council 2 European Version,DS,2005.0,Fighting,Tomy Corporation,0.0,0.0,0.23,0.0,0.23,Unknown,0
Final Fantasy XI: Treasures of Aht Urhgan,PS2,2006.0,Role-Playing,Square Enix,0.06,0.05,0.1,0.02,0.23,Square Enix,2
WWE All Stars,3DS,2011.0,Fighting,THQ,0.15,0.06,0.0,0.02,0.23,THQ,2
Alundra,PS,1997.0,Role-Playing,Psygnosis,0.13,0.09,0.0,0.01,0.23,Matrix Software,2
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.23,0.0,0.23,Unknown,0
Mortal Kombat: Armageddon,Wii,2007.0,Fighting,Midway Games,0.19,0.02,0.0,0.02,0.23,JGI Entertainment,1
Madden NFL 13,WiiU,2012.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,EA Tiburon,0
Bratz: Girlz Really Rock,PS2,2008.0,Action,THQ,0.11,0.09,0.0,0.03,0.23,Blitz Games,0
Super R-Type,SNES,1991.0,Shooter,Nintendo,0.0,0.0,0.23,0.0,0.23,Unknown,0
Rampage 2: Universal Tour,PS,1998.0,Action,GT Interactive,0.13,0.09,0.0,0.01,0.23,Unknown,0
Super Robot Taisen F Kanketsuhen,PS,1999.0,Strategy,Banpresto,0.0,0.0,0.21,0.01,0.23,Unknown,0
Transformers: Devastation,PS4,2015.0,Action,Activision,0.1,0.09,0.0,0.04,0.23,PlatinumGames,2
Cars 2,3DS,2011.0,Racing,Disney Interactive Studios,0.21,0.0,0.0,0.02,0.23,Unknown,0
Hannah Montana: The Movie,PS3,2009.0,Adventure,Disney Interactive Studios,0.14,0.06,0.0,0.03,0.23,n-Space,0
BlowOut,PS2,2003.0,Shooter,Zoo Digital Publishing,0.11,0.09,0.0,0.03,0.23,Terminal Reality,2
NFL Blitz Pro,PS2,2003.0,Sports,Midway Games,0.11,0.09,0.0,0.03,0.23,Midway,0
Tiger Woods PGA Tour 2003,GC,2002.0,Sports,Electronic Arts,0.18,0.05,0.0,0.01,0.23,EA Sports,0
The Raiden Project,PS,1995.0,Shooter,Ocean,0.06,0.04,0.12,0.01,0.23,Unknown,0
Tales of Berseria,PS4,2016.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,Bandai Namco Games,2
I Love Horses,DS,2008.0,Simulation,GSP,0.21,0.0,0.0,0.01,0.23,Destineer,0
Pinball Hall of Fame: The Gottlieb Collection,PSP,2005.0,Misc,Play It,0.2,0.01,0.0,0.02,0.23,Farsight Studios,0
Pocket Fighter,PS,1997.0,Fighting,Virgin Interactive,0.06,0.04,0.12,0.01,0.23,Unknown,0
Disgaea: Afternoon of Darkness,PSP,2006.0,Role-Playing,Tecmo Koei,0.15,0.01,0.04,0.02,0.23,Nippon Ichi Software,2
Bicycle Casino 2005,XB,2004.0,Misc,Zoo Digital Publishing,0.17,0.05,0.0,0.01,0.23,Unknown,0
Toukiden Kiwami,PSV,2014.0,Action,Tecmo Koei,0.02,0.02,0.17,0.01,0.23,"Omega Force, Koei Tecmo Games",2
Dark Souls II,XOne,2015.0,Role-Playing,Namco Bandai Games,0.14,0.07,0.0,0.02,0.23,Unknown,0
Hello Kitty Seasons,Wii,2010.0,Adventure,Namco Bandai Games,0.15,0.06,0.0,0.02,0.23,Sanrio Digital,0
.hack//G.U. Vol.2//Reminisce,PS2,2006.0,Role-Playing,Namco Bandai Games,0.11,0.09,0.0,0.03,0.23,Unknown,0
SSX On Tour,PSP,2005.0,Sports,Electronic Arts,0.19,0.02,0.0,0.02,0.23,EA Montreal,0
NCAA Football 09,PSP,2008.0,Sports,Electronic Arts,0.21,0.0,0.0,0.02,0.23,EA Canada,0
Hooked! Real Motion Fishing,Wii,2007.0,Sports,505 Games,0.21,0.0,0.0,0.02,0.23,Unknown,0
Rune Factory: Tides of Destiny,PS3,2011.0,Role-Playing,Marvelous Interactive,0.14,0.0,0.07,0.02,0.23,Neverland,3
Ys Seven,PSP,2009.0,Role-Playing,Falcom Corporation,0.14,0.0,0.08,0.02,0.23,Falcom,2
NCAA GameBreaker 2004,PS2,2003.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,989 Sports,0
Ninja Gaiden Sigma,PSV,2012.0,Action,Tecmo Koei,0.1,0.05,0.04,0.03,0.23,Unknown,0
Lumines: Electronic Symphony,PSV,2012.0,Misc,Ubisoft,0.09,0.09,0.01,0.04,0.23,Q Entertainment,0
Tony Hawk's Proving Ground,DS,2007.0,Sports,Activision,0.2,0.01,0.0,0.02,0.23,Vicarious Visions,3
The Polar Express,PS2,2004.0,Adventure,THQ,0.11,0.09,0.0,0.03,0.23,Blue Tongue,0
Bass Pro Shops: The Hunt,Wii,2010.0,Sports,XS Games,0.21,0.0,0.0,0.01,0.23,Griffin International,2
AC/DC LIVE: Rock Band Track Pack,X360,2008.0,Misc,MTV Games,0.21,0.0,0.0,0.02,0.23,Harmonix Music Systems,2
Buzz! Junior: RoboJam,PS2,2007.0,Misc,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,Unknown,0
Valhalla Knights 2,PSP,2008.0,Role-Playing,Rising Star Games,0.09,0.0,0.12,0.01,0.23,K2,3
Deca Sports 3,Wii,2010.0,Sports,Hudson Soft,0.14,0.07,0.0,0.02,0.23,"Hudson, NATSUME ATARI Inc.",0
Tetris Attack,GB,1996.0,Puzzle,Nintendo,0.0,0.0,0.23,0.0,0.23,Unknown,0
Spec Ops: The Line,PC,2012.0,Shooter,Take-Two Interactive,0.11,0.09,0.0,0.02,0.23,Yager,1
Saint Seiya: Sanctuary Battle,PS3,2011.0,Action,Namco Bandai Games,0.0,0.09,0.11,0.02,0.23,Dimps Corporation,0
NBA ShootOut 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,SCEA,0
Shin Nippon Pro Wrestling: Toukon Retsuden 3,PS,1998.0,Fighting,Tomy Corporation,0.0,0.0,0.21,0.01,0.23,Unknown,0
Digimon World DS (JP sales),DS,2006.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,Unknown,0
NHL FaceOff 2003,PS2,2002.0,Sports,Sony Computer Entertainment,0.11,0.09,0.0,0.03,0.23,989 Sports,0
Jersey Devil,PS,1997.0,Platform,Ocean,0.13,0.09,0.0,0.01,0.23,Unknown,0
Need For Speed: Undercover,DS,2008.0,Racing,Electronic Arts,0.18,0.03,0.0,0.02,0.23,Firebrand Games,3
Guitar Hero Live,X360,2015.0,Misc,Activision,0.13,0.08,0.0,0.02,0.23,Activision,2
Rogue Ops,PS2,2003.0,Action,Kemco,0.11,0.09,0.0,0.03,0.23,Bits Studios,1
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,X360,2010.0,Sports,Sega,0.08,0.12,0.0,0.02,0.23,Unknown,0
3rd Super Robot Wars Z Jigoku Hen,PS3,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.23,0.0,0.23,Unknown,0
Killer is Dead,PS3,2013.0,Action,Deep Silver,0.12,0.03,0.05,0.03,0.23,Grasshopper Manufacture,1
F1 2014,X360,2014.0,Racing,Codemasters,0.08,0.13,0.0,0.02,0.23,Codemasters Birmingham,0
New Carnival Games,DS,2010.0,Misc,Take-Two Interactive,0.16,0.05,0.0,0.02,0.22,Cat Daddy Games,0
Legion: The Legend of Excalibur,PS2,2002.0,Action,Midway Games,0.11,0.09,0.0,0.03,0.22,7 Studios,1
Puzzle & Dragons X: God Chapter / Dragon Chapter,3DS,2016.0,Action,GungHo,0.0,0.0,0.22,0.0,0.22,Unknown,0
Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,Unknown,0
TNA iMPACT!,PS2,2008.0,Fighting,Midway Games,0.1,0.0,0.0,0.12,0.22,Unknown,0
LEGO Jurassic World,PSV,2015.0,Action,Warner Bros. Interactive Entertainment,0.05,0.13,0.0,0.05,0.22,TT Games,3
Def Jam: Fight for NY,GC,2004.0,Fighting,Electronic Arts,0.17,0.05,0.0,0.01,0.22,Unknown,0
Sword Art Online: Infinity Moment,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,Unknown,0
Spartan: Total Warrior,PS2,2005.0,Action,Sega,0.11,0.09,0.0,0.03,0.22,Creative Assembly,1
EX Monopoly,GBA,2001.0,Misc,Takara,0.16,0.06,0.0,0.0,0.22,Unknown,0
Ultimate Duck Hunting: Hunting & Retrieving Ducks,Wii,2007.0,Sports,Detn8 Games,0.21,0.0,0.0,0.02,0.22,Unknown,0
64 de Hakken! Tamagotchi Minna de Tamagotchi World,N64,1997.0,Misc,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,Unknown,0
Family Party: 30 Great Games Winter Fun,Wii,2010.0,Sports,D3Publisher,0.21,0.0,0.0,0.01,0.22,Tamsoft,0
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,2003.0,Misc,Acclaim Entertainment,0.17,0.04,0.0,0.01,0.22,Unknown,0
Deadly Duck,2600,1981.0,Shooter,20th Century Fox Video Games,0.21,0.01,0.0,0.0,0.22,Unknown,0
Assault,2600,1982.0,Action,Bomb,0.21,0.01,0.0,0.0,0.22,Unknown,0
Reactor,2600,1981.0,Action,Parker Bros.,0.21,0.01,0.0,0.0,0.22,Unknown,0
Gundam Battle Chronicle,PSP,2007.0,Action,Namco Bandai Games,0.0,0.0,0.22,0.0,0.22,Unknown,0
Zumba Fitness: World Party,Wii,2013.0,Misc,Majesco Entertainment,0.11,0.1,0.0,0.02,0.22,Zoe Mode,0
Danball Senki Boost,PSP,2011.0,Action,Level 5,0.0,0.0,0.22,0.0,0.22,Unknown,0
Justice League Heroes,PSP,2006.0,Role-Playing,Eidos Interactive,0.2,0.01,0.0,0.02,0.22,Snowblind Studios,2
